iter	MultiClass
676	0.3065728556
677	0.3063786845
678	0.3060078157
679	0.3058566896
680	0.3056815023
681	0.3055704014
682	0.3053738108
683	0.3051527121
684	0.304772944
685	0.3045999466
686	0.30431149
687	0.303949443
688	0.3033732429
689	0.3030384735
690	0.3028974065
691	0.3025135065
692	0.3021759467
693	0.3020420714
694	0.3018698902
695	0.3016744351
696	0.3013234531
697	0.3011653383
698	0.3009540656
699	0.3006262399
700	0.3004945365
701	0.3003248104
702	0.3001090104
703	0.2998827556
704	0.2996906661
705	0.2996370407
706	0.2992795463
707	0.2991101223
708	0.2986989487
709	0.2984214171
710	0.2981563903
711	0.297752202
712	0.2975299984
713	0.2974737963
714	0.2971577757
715	0.2970240655
716	0.2968357518
717	0.2965704916
718	0.2962598413
719	0.2961096152
720	0.2957778534
721	0.2955773551
722	0.2953911642
723	0.2950342952
724	0.2947226273
725	0.2944943941
726	0.2940741306
727	0.2939128353
728	0.2937749408
729	0.2934825577
730	0.2932997077
731	0.2931534826
732	0.2929867616
733	0.2927275938
734	0.2924334084
735	0.2921767088
736	0.2920080648
737	0.2917882849
738	0.2917329337
739	0.2912934649
740	0.2909153522
741	0.2906303655
742	0.2904572796
743	0.2901547296
744	0.2899372476
745	0.2896323769
746	0.2894061164
747	0.2891401976
748	0.2889295553
749	0.2888149386
750	0.2884359109
751	0.2882726475
752	0.2879639336
753	0.2875548719
754	0.2872452705
755	0.287092288
756	0.2869161778
757	0.2867508267
758	0.2864514391
759	0.2861335196
760	0.2860035733
761	0.2858736922
762	0.2855112304
763	0.285447341
764	0.2851201166
765	0.2850118518
766	0.2847783413
767	0.2843233148
768	0.2841673539
769	0.2838434348
770	0.2837671271
771	0.2834969186
772	0.2832858438
773	0.2830646633
774	0.2826473354
775	0.282455777
776	0.2822899433
777	0.281963672
778	0.2816750883
779	0.2815224417
780	0.2813999123
781	0.2810074658
782	0.2808430026
783	0.2806284419
784	0.2803444604
785	0.2801579436
786	0.2797508796
787	0.2793955992
788	0.2791683816
789	0.2790368552
790	0.2787195058
791	0.2782832381
792	0.2780421071
793	0.2778315201
794	0.2775183852
795	0.2772815766
796	0.2771440625
797	0.2768089548
798	0.2765944886
799	0.2764789789
800	0.2762482162
801	0.2760887409
802	0.2756370467
803	0.275429566
804	0.2751709271
805	0.2748607908
806	0.2745873402
807	0.2744600626
808	0.2743388266
809	0.2740807563
810	0.2737498511
811	0.2735591181
812	0.2730608038
813	0.2729287147
814	0.272671116
815	0.2724772258
816	0.2722631412
817	0.2720369759
818	0.271802535
819	0.2717174112
820	0.2713630346
821	0.2712871435
822	0.2711617032
823	0.2710272195
824	0.2708936529
825	0.2707084948
826	0.2706127208
827	0.2703455205
828	0.2702907457
829	0.2700483424
830	0.2698241445
831	0.2695679376
832	0.2692277155
833	0.2690071298
834	0.2689284333
835	0.2686490829
836	0.2685001021
837	0.2682951346
838	0.268195018
839	0.2679716198
840	0.2676662278
841	0.2675002444
842	0.2671686711
843	0.2669518164
844	0.2666386482
845	0.266228749
846	0.2659228415
847	0.2657408365
848	0.2655567498
849	0.2653205149
850	0.2651252012
851	0.2649364073
852	0.2647185961
853	0.2645706297
854	0.2642843409
855	0.2640957924
856	0.2639603399
857	0.2637879686
858	0.263652362
859	0.2635543157
860	0.2634133701
861	0.263151371
862	0.2629936431
863	0.2628677269
864	0.2626020399
865	0.2624091141
866	0.262289061
867	0.2620407818
868	0.2618768964
869	0.2617755436
870	0.2616047054
871	0.2614212192
872	0.2611077702
873	0.2607940879
874	0.2604373224
875	0.2601169996
876	0.2598056624
877	0.2594979834
878	0.2591856048
879	0.2590369274
880	0.2588489239
881	0.2587029891
882	0.258607237
883	0.2583986436
884	0.2581229019
885	0.2579813613
886	0.2576928852
887	0.2575736194
888	0.2572985744
889	0.2570978622
890	0.2568776182
891	0.2566115965
892	0.256471896
893	0.2563169077
894	0.2562580466
895	0.2559965169
896	0.2558331442
897	0.2556034914
898	0.2554261719
899	0.2552971626
900	0.2550549062
901	0.2549495698
902	0.2547505375
903	0.2546739176
904	0.2545052644
905	0.2542416488
906	0.2539962281
907	0.25381748
908	0.2537067945
909	0.2536051096
910	0.2534608692
911	0.2531363817
912	0.2530854847
913	0.2528841375
914	0.252590285
915	0.2522883832
916	0.2521241843
917	0.2519278509
918	0.2516637074
919	0.2514188738
920	0.2513028217
921	0.2509872597
922	0.2509030354
923	0.2507685935
924	0.2505194511
925	0.2504259378
926	0.2501819755
927	0.2496952765
928	0.2496118137
929	0.2493236641
930	0.249120854
931	0.2489835787
932	0.2485454502
933	0.2484621512
934	0.2483001152
935	0.2481863427
936	0.2480332276
937	0.2478364602
938	0.2477911865
939	0.2475057316
940	0.2473452262
941	0.2470094729
942	0.2467719123
943	0.2465412103
944	0.2462271481
945	0.245920655
946	0.2457475374
947	0.2455911143
948	0.2454721982
949	0.2451894387
950	0.2448421835
951	0.2447088746
952	0.2443546599
953	0.2441961661
954	0.2440603596
955	0.2439947177
956	0.2437639336
957	0.2435733363
958	0.2434687314
959	0.2433816095
960	0.2430781328
961	0.242966219
962	0.2428563366
963	0.2427745969
964	0.2426277448
965	0.2423807944
966	0.2422512665
967	0.2421223106
968	0.2419722616
969	0.2416843677
970	0.2412878987
971	0.2411080291
972	0.2408708728
973	0.2406061957
974	0.2404303263
975	0.2403561424
976	0.2401857546
977	0.2399384706
978	0.2398087249
979	0.2396298974
980	0.2393758031
981	0.2392262593
982	0.2390087716
983	0.238820302
984	0.2386138798
985	0.2384700371
986	0.2383483642
987	0.2379552765
988	0.2378412848
989	0.2376859934
990	0.2374871595
991	0.237267009
992	0.2370430119
993	0.2369242976
994	0.2365755977
995	0.2365016738
996	0.2361665172
997	0.2360056584
998	0.2357827262
999	0.235538806
